holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
'None',297.79,0,0,1,'Clear','sky is clear',5342
'None',273.49,0,0,1,'Clear','sky is clear',883
'None',285.8,0,0,90,'Drizzle','drizzle',5888
'None',289.36,0,0,90,'Clouds','overcast clouds',5446
'None',272.35,0,0,90,'Clouds','overcast clouds',219
'None',276.055,0,0,68,'Clouds','broken clouds',996
'None',304.3,0,0,1,'Clear','sky is clear',5651
'None',285.37,6.01,0,90,'Mist','mist',2876
'None',279.62,0,0,75,'Clouds','broken clouds',2780
'None',288.07,0.25,0,90,'Mist','mist',4266
'None',291.02,0.3,0,1,'Rain','light rain',5889
'None',287.59,0,0,90,'Rain','moderate rain',5108
'None',292.56,0.25,0,1,'Rain','light rain',5519
'None',270.96,0.25,0,90,'Rain','light rain',350
'None',289.89,4.57,0,92,'Rain','heavy intensity rain',291
'None',290.88,0,0,90,'Rain','heavy intensity rain',5195
'None',288.64,0.25,0,75,'Rain','light rain',5053
'None',298.27,0.25,0,90,'Rain','light rain',2603
'None',298.85,0,0,40,'Clouds','scattered clouds',3551
'None',282.06,0.76,0,90,'Rain','moderate rain',6239
'None',288.64,0.76,0,90,'Drizzle','heavy intensity drizzle',912
'None',297.34,0,0,90,'Drizzle','drizzle',3518
'None',293.01,1.27,0,80,'Rain','moderate rain',541
'None',271.95,0,0,90,'Snow','snow',794
'None',268.34,0,0.05,90,'Snow','light snow',2236
'None',293.49,2.54,0,90,'Rain','moderate rain',2965
'None',273.88,0,0,90,'Mist','mist',2557
'None',280.76,0.25,0,40,'Rain','light rain',4696
'None',274.02,0,0,90,'Mist','mist',2010
'None',281.22,0,0,90,'Clouds','overcast clouds',5418
'None',284.47,0.25,0,90,'Rain','moderate rain',513
'None',258.17,0.25,0,64,'Rain','light rain',1922
'None',288.97,0,0,0,'Clear','Sky is Clear',1895
'None',295.9,9.4,0,1,'Thunderstorm','proximity thunderstorm',3201
'None',267.78,0,0,1,'Clear','sky is clear',3124
'None',291.25,1.02,0,100,'Rain','moderate rain',5357
'None',271.35,0,0,75,'Clouds','broken clouds',867
'None',271.53,1.27,0,90,'Mist','mist',3876
'None',289.64,4.98,0,92,'Mist','mist',5088
'None',275.08,0,0,90,'Clouds','overcast clouds',4661
'None',273.9,0,0,90,'Mist','mist',1752
'None',285.28,0,0,1,'Clear','sky is clear',638
'None',281.2,0,0,1,'Clear','sky is clear',4030
'None',279.86,0.25,0,90,'Rain','light rain',4713
'None',295.28,6.47,0,90,'Thunderstorm','thunderstorm with rain',4171
'None',300.39,1.78,0,75,'Rain','moderate rain',4259
'None',267.89,0,0,90,'Fog','fog',5318
'None',294.24,0.25,0,92,'Rain','light rain',4065
'None',292.32,2.1,0,90,'Rain','moderate rain',709
'None',290.82,0,0,90,'Fog','fog',922
'None',296.15,0.28,0,0,'Rain','light rain',3881
'None',291.36,0,0,1,'Clear','sky is clear',890
'None',299.53,0,0,1,'Clear','sky is clear',2929
'None',300.08,0,0,0,'Clear','Sky is Clear',5913
'None',301.47,0.25,0,40,'Rain','light rain',4719
'None',276.34,0,0,1,'Clear','sky is clear',850
'None',283.48,0.76,0,90,'Mist','mist',4226
'None',272.22,0,0,90,'Clouds','overcast clouds',511
'None',271.95,0,0,40,'Clouds','scattered clouds',5834
'None',282.65,0.25,0,75,'Rain','light rain',265
'None',286.45,1.11,0,92,'Rain','moderate rain',850
'None',295.48,0,0,75,'Clouds','broken clouds',2788
'None',283.77,0,0,1,'Clear','sky is clear',3017
'None',291.64,2.79,0,75,'Rain','moderate rain',4188
'None',284.95,0.47,0,68,'Mist','mist',2404
'None',284.66,0.44,0,92,'Mist','mist',2923
'None',290.41,0,0,92,'Rain','light rain',4524
'None',274.42,0.25,0,64,'Rain','light rain',4596
'Labor Day',292.43,0.25,0,1,'Mist','mist',962
'None',290.97,1.78,0,90,'Mist','mist',1089
'None',292.96,0.52,0,36,'Rain','light rain',2413
'None',294.54,0.25,0,90,'Thunderstorm','proximity thunderstorm',358
'None',290.68,7.72,0,90,'Rain','heavy intensity rain',4444
'None',291.74,0,0,1,'Clear','sky is clear',2771
'None',295.51,0,0,88,'Clouds','overcast clouds',1547
'None',288.66,0,0,1,'Clear','sky is clear',440
'None',292.68,0.78,0,90,'Rain','light rain',6092
'None',272.38,0,0,90,'Snow','heavy snow',4916
'None',265.44,0,0,75,'Snow','light snow',444
'None',258.52,0,0,90,'Clouds','overcast clouds',5546
'None',271.57,0,0,1,'Clear','sky is clear',2505
'None',255.89,0,0,90,'Clouds','overcast clouds',364
'None',288.63,2.48,0,75,'Rain','moderate rain',5412
'None',273.23,0.25,0,90,'Rain','light rain',4931
'None',287.01,3.9,0,92,'Drizzle','light intensity drizzle',1673
'None',292.99,0,0,1,'Clear','sky is clear',491
'None',278.84,0,0,90,'Mist','mist',2078
'State Fair',287.97,0,0,1,'Clear','sky is clear',605
'None',291.08,0,0,1,'Fog','fog',785
'None',283.03,0,0,40,'Clouds','scattered clouds',6174
'None',260.79,0,0,90,'Snow','light snow',4199
'None',275.58,0,0,5,'Clear','sky is clear',5518
'None',269.88,0,0,90,'Clouds','overcast clouds',4677
'None',266.65,0,0,40,'Clouds','scattered clouds',3974
'Washingtons Birthday',285.059,0,0,68,'Clouds','broken clouds',629
'None',287.39,0.25,0,90,'Rain','light rain',2650
'None',275.34,0,0,90,'Drizzle','light intensity drizzle',3932
'None',260.64,0,0,90,'Snow','light snow',2849
'None',280.3,1.27,0,40,'Rain','moderate rain',5748
'None',296.35,0,0,1,'Clear','sky is clear',432
'None',284.73,0,0,12,'Clouds','few clouds',528
'None',281.74,0,0,1,'Clear','sky is clear',861
'None',290.04,0,0,1,'Clear','sky is clear',389
'None',291.74,0.51,0,75,'Thunderstorm','proximity thunderstorm with rain',2407
'None',288.48,0,0,1,'Haze','haze',5471
'None',264.01,0,0,90,'Snow','light snow',3036
'None',289.81,0.3,0,40,'Mist','mist',2897
'None',267.61,0,0,90,'Clouds','overcast clouds',827
'None',260.63,0.38,0,64,'Rain','light rain',3916
'None',291.95,0.38,0,40,'Rain','light rain',5171
'None',264.7,0.25,0,90,'Haze','haze',4270
'None',269.77,0,0,90,'Clouds','overcast clouds',4756
'None',286.74,0.88,0,90,'Rain','light rain',2609
'None',295.04,0,0,1,'Clear','sky is clear',2513
'None',284.6,1.02,0,92,'Drizzle','light intensity drizzle',4989
'None',273.74,0,0.32,90,'Rain','moderate rain',5182
'None',274.3,1.27,0,64,'Rain','moderate rain',4739
'None',276.78,0,0,40,'Clouds','scattered clouds',4329
'None',272.47,0,0.25,90,'Mist','mist',2077
'None',283.27,0.64,0,92,'Drizzle','drizzle',5901
'None',286.89,0.25,0,75,'Rain','light rain',2919
'None',273.68,0,0,90,'Clouds','overcast clouds',5932
'None',295.1,0,0,0,'Clear','Sky is Clear',3944
'None',263.39,0,0,64,'Snow','light snow',326
'None',278.95,1.09,0,68,'Rain','moderate rain',424
'None',289.72,0,0,1,'Clear','sky is clear',1150
'None',290.46,0,0,1,'Clear','sky is clear',400
'None',288.22,0,0,1,'Clear','sky is clear',428
'None',274.06,0.76,0,64,'Rain','light rain',2568
'None',272.18,0.25,0,64,'Haze','haze',5568
'State Fair',289.69,0,0,90,'Rain','light rain',657
'None',297.23,0,0,75,'Rain','proximity shower rain',4555
'None',274.53,0.25,0,90,'Rain','light rain',5062
'None',300.01,3.05,0,40,'Rain','moderate rain',5268
'None',276.27,0,0,90,'Clouds','overcast clouds',5187
'None',274.19,0,0,90,'Clouds','overcast clouds',764
'None',287.18,0.25,0,1,'Rain','light rain',3208
'None',292.75,0,0,90,'Rain','moderate rain',4891
'None',284.27,0.25,0,90,'Rain','moderate rain',4385
'None',294.74,4.8,0,90,'Thunderstorm','thunderstorm with heavy rain',4063
'None',255.38,0,0,64,'Clouds','broken clouds',4792
'None',292.65,1.27,0,90,'Thunderstorm','proximity thunderstorm with rain',2649
'None',295.57,0.25,0,1,'Rain','light rain',278
'None',260.17,1.02,0,90,'Snow','light snow',3313
'None',263.8,0,0,90,'Snow','light snow',480
'None',289.74,0.8,0,90,'Drizzle','light intensity drizzle',4695
'None',277.51,4.53,0,90,'Rain','heavy intensity rain',3451
'None',261.15,0,0,1,'Haze','haze',712
'None',290.84,0.38,0,90,'Drizzle','heavy intensity drizzle',2793
'None',295.33,2.03,0,90,'Thunderstorm','proximity thunderstorm',5515
'None',279.42,0,0,1,'Clear','sky is clear',2904
'None',294.01,0,0,48,'Clouds','scattered clouds',865
'None',286.08,0,0,1,'Clear','sky is clear',458
'None',289.8,0,0,1,'Clear','sky is clear',4743
'None',278.95,1.09,0,68,'Drizzle','drizzle',424
'None',279.72,0,0,1,'Clear','sky is clear',3360
'None',265.28,0,0,90,'Snow','light snow',4380
'None',274.08,0,0,90,'Snow','light snow',5418
'None',279.71,0,0,1,'Clear','sky is clear',968
'None',266.95,0,0.13,90,'Mist','mist',505
'None',268.52,0,0,90,'Mist','mist',414
'None',258.59,0,0,90,'Clouds','overcast clouds',613
'None',290.68,7.72,0,90,'Mist','mist',4444
'None',302.34,0,0,40,'Clouds','scattered clouds',4346
'None',291.74,0,0,90,'Rain','light rain',4197
'None',294.18,0,0,76,'Clouds','broken clouds',4117
'None',260.41,0,0,64,'Clouds','broken clouds',4573
'None',289.83,0,0,1,'Clear','sky is clear',5299
'None',259.82,0,0,90,'Clouds','overcast clouds',1547
'None',274.7,0.25,0,64,'Rain','light rain',3143
'None',271.74,0,0,90,'Snow','heavy snow',5268
'None',293,2.19,0,90,'Rain','moderate rain',1180
'None',294.39,0,0,1,'Clear','sky is clear',3981
'None',285.29,0,0,90,'Clouds','overcast clouds',4377
'None',283.55,0,0,90,'Rain','moderate rain',5330
'None',295,6.1,0,90,'Thunderstorm','thunderstorm with rain',2974
'None',292.22,0,0,90,'Rain','light rain',2454
'None',300.02,0,0,75,'Clouds','broken clouds',4843
'None',280.43,0,0,1,'Mist','mist',5719
'None',289.42,0,0,90,'Rain','light rain',3514
'None',272.95,0,0,1,'Clear','sky is clear',810
'None',290.7,0.76,0,0,'Rain','light rain',781
'None',276.47,0.28,0,90,'Rain','light rain',4656
'Veterans Day',283.35,0,0,75,'Clouds','broken clouds',559
'None',293.62,2.26,0,90,'Rain','heavy intensity rain',1351
'None',297.43,0,0,75,'Clouds','broken clouds',5757
'None',283.62,0,0,75,'Drizzle','light intensity drizzle',5673
'None',267.06,0,0.51,90,'Snow','snow',888
'None',284.05,0.25,0,1,'Rain','light rain',807
'None',283.22,0,0,90,'Drizzle','drizzle',6087
'None',296.83,1.27,0,75,'Mist','mist',325
'None',256.15,0,0,75,'Haze','haze',5475
'None',288.74,0.3,0,1,'Rain','light rain',356
'None',284.52,0.25,0,92,'Mist','mist',4773
'None',287.34,0,0,75,'Clouds','broken clouds',1679
'None',278.36,0,0,64,'Mist','mist',1092
'None',304.97,0,0,24,'Clouds','few clouds',4931
'None',277.55,0,0,32,'Clouds','scattered clouds',3783
'None',288.95,0,0,90,'Mist','mist',1941
'None',275.14,0.25,0,90,'Drizzle','light intensity drizzle',4708
'None',294.59,0.25,0,1,'Rain','light rain',386
'None',276.15,0,0,90,'Drizzle','drizzle',4899
'None',274.86,0,0,90,'Clouds','overcast clouds',2931
'None',274.29,0.25,0,90,'Rain','light rain',4732
'None',275.22,0,0,90,'Mist','mist',4130
'None',281.95,0,0,90,'Rain','moderate rain',2609
'None',281.426,0,0,0,'Clear','Sky is Clear',4609
'None',292.32,4.89,0,90,'Rain','heavy intensity rain',843
'None',296.58,0.3,0,56,'Rain','light rain',4858
'None',274.88,0,0,90,'Drizzle','light intensity drizzle',6450
'None',278.65,0.91,0,64,'Rain','light rain',4451
'None',286.48,0.25,0,90,'Drizzle','drizzle',2615
'None',285.69,0,0,1,'Clear','sky is clear',1840
'None',294.86,2.22,0,90,'Thunderstorm','proximity thunderstorm',4647
'None',274.82,0,0,90,'Clouds','overcast clouds',4806
'None',265.78,0,0,90,'Snow','light snow',2712
'None',287.94,1.41,0,92,'Mist','mist',4904
'None',294.77,0.64,0,90,'Mist','mist',3616
'None',281.61,0,0,75,'Clouds','broken clouds',6252
'None',266.72,0,0,1,'Clear','sky is clear',742
'None',293.22,7.25,0,90,'Mist','mist',626
'None',284.99,1.91,0,90,'Thunderstorm','thunderstorm with heavy rain',2269
'None',297.45,4.57,0,1,'Thunderstorm','proximity thunderstorm',2147
'None',293.06,1.14,0,20,'Thunderstorm','proximity thunderstorm',435
'None',296.26,16,0,32,'Rain','heavy intensity rain',6298
'None',291.03,1.02,0,90,'Mist','mist',2672
'None',291.03,1.02,0,90,'Fog','fog',2672
'None',256.82,0,0,1,'Clear','sky is clear',2731
'None',287.32,0.25,0,90,'Drizzle','light intensity drizzle',5188
'None',294.69,1.52,0,1,'Rain','moderate rain',2298
'None',287.66,0.25,0,1,'Mist','mist',1036
'None',276.04,1.2,0,90,'Rain','moderate rain',6203
'None',291.65,0,0,1,'Clear','sky is clear',5689
'None',301.06,0,0,80,'Clouds','broken clouds',3193
'None',274.08,0.38,0,64,'Rain','light rain',2217
'None',290.88,0,0,20,'Clouds','few clouds',1092
'None',274.51,0,0,90,'Snow','light snow',2320
'None',263.41,0,0,90,'Snow','light snow',2292
'None',285.91,0.3,0,90,'Mist','mist',749
'None',300.89,0,0,64,'Clouds','broken clouds',4580
'None',274.48,0,0,90,'Drizzle','light intensity drizzle',2148
'None',288.93,1.68,0,44,'Rain','moderate rain',1297
'None',264.59,1.4,0,90,'Rain','moderate rain',3308
'None',293.85,3.13,0,90,'Rain','heavy intensity rain',5199
'None',294.1,0.32,0,90,'Mist','mist',5856
'None',287.1,4.32,0,92,'Thunderstorm','proximity thunderstorm',721
'None',290.26,1.52,0,90,'Mist','mist',986
'None',269.13,0,0,40,'Clouds','scattered clouds',4559
'None',292.52,0,0,90,'Mist','mist',328
'None',274.54,0.41,0,20,'Rain','light rain',4232
'None',294.47,0.25,0,40,'Rain','light rain',5328
'Washingtons Birthday',265.35,0,0,90,'Mist','mist',785
'None',291.78,5.84,0,90,'Thunderstorm','thunderstorm with light drizzle',4971
'None',268.04,0.25,0,90,'Rain','light rain',6216
'None',294.87,23.8,0,90,'Thunderstorm','proximity thunderstorm',346
'None',285.68,5.02,0,90,'Mist','mist',3124
'None',258.53,0,0,90,'Clouds','overcast clouds',4096
'None',289.07,0.25,0,90,'Mist','mist',2631
'None',270.75,0,0,90,'Mist','mist',693
'None',289.55,0,0,1,'Clear','sky is clear',3696
'None',255.9,0,0,1,'Clear','sky is clear',324
'None',289.17,0,0,20,'Clouds','few clouds',3091
'None',290.02,0.25,0,90,'Mist','mist',581
'None',292.38,1.85,0,68,'Drizzle','light intensity drizzle',709
'None',291.57,0,0,75,'Clouds','broken clouds',356
'None',277.88,2.1,0,90,'Rain','moderate rain',4425
'None',272.11,0.44,0,20,'Rain','light rain',4774
'None',293.09,0.25,0,90,'Thunderstorm','thunderstorm',916
'None',284.88,0,0,75,'Clouds','broken clouds',4830
'None',280.29,0,0,1,'Clear','sky is clear',900
'None',292.44,0.44,0,90,'Rain','moderate rain',304
'None',265.94,0,0,90,'Clouds','overcast clouds',1260
'None',258.05,0.25,0,64,'Snow','light snow',2663
'None',282.22,0,0,1,'Clear','sky is clear',3975
'None',288.07,0.25,0,90,'Rain','light rain',4266
'None',282.8,0,0,1,'Clear','sky is clear',6446
'None',293.07,0,0,20,'Clouds','few clouds',413
'None',286.36,0,0,90,'Rain','heavy intensity rain',6017
'None',276.43,0,0,90,'Clouds','overcast clouds',4472
'None',270.21,0,0,90,'Clouds','overcast clouds',5687
'None',291.09,0,0,1,'Clear','sky is clear',4697
'None',295.86,1.52,0,90,'Mist','mist',5182
'None',271.72,0,0,90,'Mist','mist',1035
'None',299.25,1.78,0,5,'Rain','moderate rain',2840
'None',276.15,0,0,90,'Rain','light rain',299
'None',294.02,0.63,0,1,'Drizzle','drizzle',6379
'None',282.68,4.39,0,92,'Mist','mist',477
'None',293.95,0,0,1,'Clear','sky is clear',4563
'None',292.86,0.25,0,40,'Rain','light rain',498
'None',291.09,1.02,0,90,'Mist','mist',1837
'None',259.86,0,0,1,'Clear','sky is clear',435
'None',284.96,0,0,90,'Drizzle','heavy intensity drizzle',7068
'None',293.93,0,0,92,'Mist','mist',5857
'None',270.44,0,0,1,'Clear','sky is clear',6345
'None',258.92,0,0,20,'Clouds','few clouds',5036
'None',278.44,0.25,0,64,'Rain','light rain',6662
'None',277,0,0,90,'Mist','mist',854
'None',290.18,0.93,0,90,'Drizzle','light intensity drizzle',4678
'None',288.26,0.51,0,48,'Rain','light rain',4706
'None',286.64,0.38,0,90,'Drizzle','drizzle',4853
'None',295.01,1.6,0,90,'Rain','heavy intensity rain',5494
'None',287.96,0.6,0,90,'Rain','moderate rain',3012
'None',285.96,0,0,75,'Clouds','broken clouds',4075
'None',284.27,0.25,0,68,'Rain','light rain',372
'None',295.28,0.76,0,20,'Rain','light rain',4549
'None',285.1,0.9,0,90,'Mist','mist',1522
'None',269.48,0,0,40,'Haze','haze',1713
'None',294.21,0.25,0,75,'Rain','light rain',892
'None',294.53,0,0,75,'Clouds','broken clouds',4465
'None',290.96,0.63,0,90,'Mist','mist',725
'None',275.15,0,0,90,'Snow','light snow',6109
'None',289.64,4.98,0,92,'Rain','heavy intensity rain',5088
'None',291.37,0.66,0,1,'Mist','mist',6252
'None',274.62,0.25,0,90,'Rain','light rain',3095
'None',287.96,0,0,90,'Drizzle','light intensity drizzle',6222
'None',278.35,0.25,0,0,'Rain','light rain',1312
'None',269.27,0,0,90,'Snow','light snow',3901
'Christmas Day',257.95,0,0,1,'Clear','sky is clear',1092
'None',285.84,3.13,0,90,'Rain','heavy intensity rain',892
'None',292.7,18.42,0,80,'Rain','very heavy rain',1904
'None',284.67,0,0,12,'Clouds','few clouds',449
'None',277.99,1.69,0,90,'Rain','moderate rain',5101
'None',292.91,0.3,0,40,'Rain','light rain',395
'None',294.07,2.16,0,40,'Thunderstorm','proximity thunderstorm with drizzle',847
'None',293.49,6.1,0,75,'Mist','mist',543
'None',289.42,0,0,90,'Mist','mist',381
'None',275.26,0,0,90,'Drizzle','drizzle',3021
'None',299.02,0,0,5,'Haze','haze',4517
'None',279.47,0.74,0,90,'Rain','light rain',2922
'None',283.59,4.7,0,90,'Mist','mist',5521
'None',304.62,0,0,1,'Clear','sky is clear',5414
'None',292.31,5.93,0,75,'Rain','heavy intensity rain',362
'None',298.03,0.25,0,40,'Thunderstorm','proximity thunderstorm',4183
'None',291.49,3.2,0,1,'Mist','mist',2251
'None',294.83,0,0,1,'Clear','sky is clear',3059
'None',277.5,0,0,1,'Clear','sky is clear',741
'None',259.96,0,0,1,'Clear','sky is clear',2918
'None',290.4,0.76,0,90,'Rain','moderate rain',1820
'None',291,0,0,90,'Rain','moderate rain',480
'None',288.64,0.76,0,90,'Mist','mist',912
'None',286.66,0.76,0,92,'Rain','moderate rain',4769
'None',290.5,0,0,75,'Rain','light rain',6062
'None',253.58,0,0,75,'Clouds','broken clouds',2653
'None',279.34,0,0,40,'Clouds','scattered clouds',4628
'None',262.23,0,0,1,'Clear','sky is clear',730
'None',293.56,0.76,0,0,'Rain','light rain',6327
'None',290.14,1.78,0,90,'Rain','moderate rain',1050
'None',268.41,0,0,64,'Clouds','broken clouds',5028
'None',253.9,0,0,1,'Clear','sky is clear',5216
'None',293.85,0,0,44,'Clouds','scattered clouds',5072
'None',274.65,0,0,90,'Rain','light rain',6595
'None',275.8,1.87,0,90,'Rain','moderate rain',5713
'None',301.36,0,0,75,'Clouds','broken clouds',4730
'None',272.28,0,0,90,'Snow','light snow',4233
'None',273.15,0.25,0,64,'Snow','light snow',2888
'None',289.31,0.25,0,0,'Rain','light rain',6147
'None',258.06,0,0,40,'Haze','haze',4608
'None',285.23,0.51,0,90,'Rain','light rain',547
'None',292.67,0.51,0,90,'Rain','light rain',2950
'None',284.6,1.02,0,92,'Mist','mist',4989
'None',289.44,1.09,0,80,'Rain','moderate rain',874
'None',276.35,0.25,0,90,'Rain','light rain',6418
'None',265.12,0,0,64,'Clouds','broken clouds',3531
'None',296.34,0,0,1,'Clear','sky is clear',4522
'None',297.29,0,0,1,'Clear','sky is clear',4384
'None',275.52,0,0,90,'Mist','mist',6255
'None',293.54,3.54,0,90,'Thunderstorm','proximity thunderstorm',452
'None',259.08,0,0,1,'Clear','sky is clear',6559
'None',294.23,11.78,0,90,'Mist','mist',760
'None',292.95,0,0,80,'Clouds','broken clouds',3608
'None',291.92,0.25,0,0,'Rain','light rain',1165
'None',284.88,0,0,1,'Clear','sky is clear',1768
'None',277.17,0.25,0,1,'Rain','light rain',5225
'None',291.35,0.3,0,1,'Rain','heavy intensity rain',5538
'None',289.28,0.61,0,75,'Rain','moderate rain',5692
'None',283.63,0.25,0,90,'Rain','light rain',4941
'None',292.25,0.25,0,90,'Rain','light rain',3368
'None',274.15,0,0,90,'Snow','light snow',1352
'None',288.08,0,0,40,'Drizzle','light intensity drizzle',4749
'None',293.66,0,0,75,'Drizzle','light intensity drizzle',4257
'None',290.41,8.64,0,92,'Rain','heavy intensity rain',5144
'None',271.22,0,0,90,'Mist','mist',2720
'None',291.71,0,0,20,'Clouds','few clouds',4810
'None',277.88,0,0,90,'Rain','light rain',4411
'None',285.65,0.25,0,92,'Rain','light rain',655
'None',268.83,0,0,90,'Mist','mist',5044
'None',287.82,0,0,90,'Rain','proximity shower rain',5316
'None',294,0.25,0,75,'Rain','light rain',5687
'None',298.27,0.25,0,90,'Thunderstorm','proximity thunderstorm',2603
'None',288.78,0,0,1,'Clear','sky is clear',658
'None',292.3,0,0,5,'Clear','sky is clear',2068
'None',271.75,0,0,90,'Snow','light snow',3179
'None',280.46,1.27,0,90,'Thunderstorm','thunderstorm with drizzle',4592
'None',289.28,0.25,0,90,'Thunderstorm','proximity thunderstorm',5982
'None',276.16,0,0,75,'Clouds','broken clouds',4626
'None',283.9,0,0,90,'Clouds','overcast clouds',604
'None',290.88,10.6,0,90,'Mist','mist',2957
'None',277.61,0.57,0,1,'Rain','light rain',4949
'None',260.1,1.27,0,90,'Mist','mist',2221
'None',293.99,0,0,1,'Clear','sky is clear',3209
'None',297.51,0,0,1,'Clear','sky is clear',4995
'None',264.15,0,0,90,'Clouds','overcast clouds',658
'None',276.08,0,0,75,'Clouds','broken clouds',6422
'None',299.25,0.25,0,75,'Rain','light rain',5705
'None',267.3,0,0,1,'Clear','sky is clear',1415
'None',289.43,0,0,1,'Mist','mist',877
'None',291.74,4,0,90,'Thunderstorm','thunderstorm with light drizzle',4391
'None',262.87,0,0,90,'Mist','mist',3508
'None',282.62,0,0,1,'Clear','sky is clear',4941
'None',291.54,0.25,0,90,'Rain','light rain',384
'None',292.58,0,0,1,'Fog','fog',371
'None',275.66,0,0,100,'Clouds','overcast clouds',3827
'None',291.08,0.76,0,90,'Fog','fog',3503
'None',276.21,0,0,1,'Clear','sky is clear',3721
'None',272.16,0,0,90,'Snow','light snow',4389
'None',297.34,0,0,75,'Thunderstorm','proximity thunderstorm',4328
'None',289.56,0.38,0,90,'Rain','light rain',5647
'None',280.83,0,0,90,'Clouds','overcast clouds',837
'None',294.49,25.46,0,90,'Rain','very heavy rain',2118
'None',304.29,0,0,1,'Clear','sky is clear',4534
'None',289.59,1.16,0,100,'Rain','moderate rain',1138
'None',295.27,0.44,0,90,'Drizzle','drizzle',3006
'None',291.03,1.27,0,75,'Rain','heavy intensity rain',4143
'None',265.86,0,0,90,'Snow','light snow',1889
'None',284.24,0.25,0,1,'Mist','mist',5902
'None',259.72,0,0,56,'Clouds','broken clouds',6235
'None',292.58,9,0,8,'Rain','heavy intensity rain',478
'None',288.394,0,0,44,'Clouds','scattered clouds',732
'None',272.47,0,0.25,90,'Snow','light snow',2077
'None',291.94,4.74,0,75,'Mist','mist',5272
'None',281.31,0,0,1,'Clear','sky is clear',1021
'None',275.58,0,0,90,'Rain','light rain',5848
'None',273.74,0,0.13,90,'Snow','light snow',6438
'None',265.72,0,0,40,'Clouds','scattered clouds',2931
'None',294.67,0.85,0,75,'Rain','light rain',6376
'None',285.71,0,0,40,'Clouds','scattered clouds',1249
'None',284.99,1.91,0,90,'Rain','moderate rain',2269
'None',267.96,0,0.05,90,'Mist','mist',763
'None',274.46,0.38,0,64,'Rain','light rain',3175
'None',300.8,0,0,0,'Clear','Sky is Clear',5862
'Columbus Day',293.02,0,0,1,'Clear','sky is clear',494
'None',288.32,2.54,0,90,'Rain','moderate rain',4915
'None',290.98,0.25,0,80,'Rain','heavy intensity rain',2900
'None',292.21,0,0,1,'Mist','mist',1211
'None',274.46,0.38,0,64,'Mist','mist',3175
'None',285.39,0.56,0,90,'Mist','mist',5899
'None',271.087,0,0,0,'Clear','Sky is Clear',6093
'None',291.15,1.78,0,1,'Rain','moderate rain',2134
'None',300.96,5.84,0,44,'Thunderstorm','thunderstorm with heavy rain',5849
'None',284.77,0,0,1,'Clear','sky is clear',2649
'None',267.65,0,0,75,'Clouds','broken clouds',4610
'None',295.3,9.42,0,90,'Mist','mist',2
'None',290.65,0,0,1,'Clear','sky is clear',3543
'None',262.01,0,0,90,'Snow','light snow',4251
'None',294.1,7.51,0,90,'Rain','heavy intensity rain',2499
'None',276.32,0.51,0,1,'Rain','light rain',4075
'None',273.27,0,0,1,'Clear','sky is clear',429
'None',270.47,0,0,90,'Clouds','overcast clouds',2412
'None',292.43,5.36,0,90,'Rain','heavy intensity rain',2234
'None',278.22,0.25,0,32,'Rain','light rain',4751
'Columbus Day',284.62,0,0,1,'Clear','sky is clear',549
'None',285.37,6.01,0,90,'Thunderstorm','thunderstorm with rain',2876
'None',289.04,2.98,0,90,'Mist','mist',1039
'None',287.59,0.25,0,1,'Rain','light rain',2106
'None',270.85,0,0,90,'Clouds','overcast clouds',3724
'None',293.32,0,0,1,'Clear','sky is clear',2635
'None',273.3,0.25,0,1,'Rain','light rain',4492
'None',301.26,0,0,75,'Clouds','broken clouds',5231
'None',294,0.66,0,90,'Mist','mist',4911
'None',259.12,0.25,0,64,'Snow','light snow',462
'None',262.28,0,0,1,'Clear','sky is clear',5593
'None',291.68,0.38,0,90,'Rain','light rain',984
'None',290.56,0.25,0,1,'Rain','light rain',4911
'None',294.05,0.25,0,32,'Rain','light rain',922
'None',295.07,0.25,0,76,'Rain','light rain',6295
'None',275.95,0,0,90,'Rain','light rain',2711
'None',276.47,0.44,0,90,'Rain','light rain',5092
'None',295.95,0,0,90,'Rain','moderate rain',2632
'None',268.49,0,0,40,'Clouds','scattered clouds',967
'None',273.28,0,0.17,90,'Rain','light rain',359
'None',270.52,0,0,1,'Clear','sky is clear',3444
'None',296.24,1.02,0,75,'Rain','moderate rain',5015
'None',288.5,0.4,0,90,'Rain','light rain',5481
'None',286.05,0.3,0,1,'Rain','light rain',425
'None',295.37,5.69,0,90,'Rain','heavy intensity rain',5705
'None',287.63,0,0,1,'Clear','sky is clear',5864
'None',278.59,1,0,90,'Rain','light rain',6438
'None',291.65,4.29,0,88,'Thunderstorm','proximity thunderstorm',5675
'None',290.86,1.33,0,90,'Mist','mist',5468
'None',289.81,0.25,0,24,'Mist','mist',5886
'None',286.43,0.25,0,12,'Rain','light rain',2751
'None',284.31,11.58,0,92,'Rain','heavy intensity rain',4388
'None',287.06,0.3,0,1,'Mist','mist',5713
'None',294.06,0,0,20,'Clouds','few clouds',5025
'None',294.85,0,0,8,'Clear','sky is clear',3069
'None',255.84,0,0,40,'Clouds','scattered clouds',6220
'None',289.48,5.97,0,0,'Thunderstorm','thunderstorm with rain',4503
'None',293.45,0,0,40,'Clouds','scattered clouds',848
'None',298.66,0.25,0,75,'Rain','light rain',4330
'None',271.94,0,0,64,'Clouds','broken clouds',4555
